,index,name,online_order,book_table,rating,votes,location,rest_type,approx_cost,type
9199,9798,Frozen Bottle,Yes,No,4.1,209,Electronic City,"Beverage Shop, Dessert Parlor",400.00,Desserts
9200,9799,Sweet Chariot,Yes,No,3,60,Electronic City,Dessert Parlor,500.00,Desserts
9201,9800,French Bake House,Yes,No,3.7,91,Electronic City,Bakery,200.00,Desserts
9202,9801,Cafe Crumb'z,No,No,3.3,4,Electronic City,"Cafe, Dessert Parlor",300.00,Desserts
9203,9802,Mr. Meetharam,Yes,No,3.3,7,Electronic City,Quick Bites,150.00,Desserts
9204,9803,Chef Baker's,Yes,No,3.8,101,Electronic City,"Bakery, Quick Bites",600.00,Desserts
9205,9804,Silver Leaf - Ramee Guestline Hotels,No,No,3.5,17,Electronic City,Casual Dining,900.00,Desserts
9206,9805,Pulla Reddy Sweets,No,No,3,22,Electronic City,Dessert Parlor,250.00,Desserts
9207,9806,Just Cakes,Yes,No,3.4,22,Electronic City,Bakery,350.00,Desserts
9208,9807,eat.fit,Yes,No,0,0,Electronic City,"Takeaway, Delivery",500.00,Desserts
9209,9808,Entree cafe,Yes,No,3.7,56,Electronic City,"Cafe, Bakery",400.00,Desserts
9210,9809,CakeZone,Yes,No,3.2,9,Electronic City,Bakery,500.00,Desserts
9211,9810,Chivi's Meilleurs Boulangers,Yes,No,3.4,12,Electronic City,Quick Bites,300.00,Desserts
9212,9811,Foodie Nation,Yes,Yes,3.5,89,Electronic City,Casual Dining,1000.00,Desserts
9213,9812,Pandit Ji Sweets & Namkeen,Yes,No,3.6,13,Electronic City,Sweet Shop,300.00,Desserts
9214,9813,Cake Menu,Yes,No,3.3,23,Electronic City,Bakery,400.00,Desserts
9215,9814,Jodhpur Sweets,No,No,3.8,29,Electronic City,Beverage Shop,100.00,Desserts
9216,9815,Sriji's Mithai,No,No,3.4,5,Electronic City,"Dessert Parlor, Sweet Shop",150.00,Desserts
9217,9816,Bangalore Cakes,Yes,No,2.9,17,Electronic City,Bakery,250.00,Desserts
9218,9817,Donut Cafe,Yes,No,3.9,163,Electronic City,"Dessert Parlor, Quick Bites",250.00,Desserts
9219,9819,The French Loaf,Yes,No,2.6,64,Electronic City,"Bakery, Quick Bites",400.00,Desserts
9220,9820,The Hungry Shark Cafe,No,No,3.9,117,Electronic City,Cafe,700.00,Desserts
9221,9821,Mumbai Kulfi,Yes,No,3.7,61,Electronic City,Dessert Parlor,100.00,Desserts
9222,9822,The Pastry House,Yes,No,3.8,60,Electronic City,Bakery,400.00,Desserts
9223,9823,Sweet Revenge,No,No,3.3,9,Electronic City,"Bakery, Quick Bites",300.00,Desserts
9224,9824,Adarsh Bakery,No,No,3.1,10,Electronic City,Bakery,300.00,Desserts
9225,9825,Flying Cakes,Yes,No,3.1,127,Electronic City,Bakery,500.00,Desserts
9226,9826,Royal Iceberry,Yes,No,3.4,5,Electronic City,Dessert Parlor,200.00,Desserts
9227,9827,Cafe HIGHRANGERS,Yes,No,3.3,4,Electronic City,Cafe,400.00,Desserts
9228,9828,Bangalore Agarwal Bhavan,Yes,No,3.6,20,Electronic City,"Quick Bites, Sweet Shop",500.00,Desserts
9229,9829,Cake Dilim,No,No,3.2,6,Electronic City,Bakery,400.00,Desserts
9230,9830,The Cake Lair,No,No,0,0,Electronic City,"Bakery, Quick Bites",600.00,Desserts
9231,9831,Cakea,No,No,0,0,Electronic City,Delivery,300.00,Desserts
9232,9832,Kulfi House,No,No,3.7,13,Electronic City,Dessert Parlor,200.00,Desserts
9233,9833,Cool Break,No,No,3.4,11,Electronic City,Dessert Parlor,150.00,Desserts
9234,9834,Hotel Ivy Dew Drops,No,No,3.2,4,Electronic City,Casual Dining,900.00,Desserts
9235,9835,Happy Cups,No,No,0,0,Electronic City,Quick Bites,300.00,Desserts
9236,9836,Polo Scoops,No,No,3.2,4,Electronic City,Dessert Parlor,200.00,Desserts
9237,9837,Lancy Sweets,No,No,3.7,16,Electronic City,Dessert Parlor,200.00,Desserts
9238,9838,The Chocolate Room,Yes,No,2.8,44,Electronic City,Cafe,600.00,Desserts
9239,9839,Sweet Truth,Yes,No,3.9,81,Electronic City,Delivery,500.00,Desserts
9240,9840,The Big Barbeque,No,Yes,4.7,544,Electronic City,Casual Dining,1500.00,Dine-out
9241,9841,Lobby Cafe - Radha Regent,No,Yes,3.7,177,Electronic City,Casual Dining,1200.00,Dine-out
9242,9843,Gilly's Restobar,No,Yes,4.3,1265,Electronic City,"Pub, Casual Dining",1200.00,Dine-out
9243,9844,Barbeque Nation,No,Yes,4.3,1147,Electronic City,Casual Dining,1600.00,Dine-out
9244,9845,46 Ounces Brewgarden,No,Yes,0,0,Electronic City,Microbrewery,1600.00,Dine-out
9245,9846,Onesta,Yes,Yes,4.5,863,Electronic City,"Casual Dining, Cafe",600.00,Dine-out
9246,9847,Time Traveller - Sai Vishram,Yes,No,4.2,882,Electronic City,Casual Dining,1100.00,Dine-out
9247,9848,Sky Lounge Bar - Svenska Design Hotel,Yes,Yes,4,537,Electronic City,"Bar, Casual Dining",1500.00,Dine-out
9248,9850,The Rasoiya Street,Yes,Yes,4.2,1137,Electronic City,Casual Dining,800.00,Dine-out
9249,9851,Queens,No,Yes,4.3,169,Electronic City,Bar,1400.00,Dine-out
9250,9852,Hyderabadi Spice,Yes,No,4,1369,Electronic City,Casual Dining,600.00,Dine-out
9251,9853,Kritunga Restaurant,No,Yes,3.8,473,Electronic City,Casual Dining,650.00,Dine-out
9252,9855,Paradise,Yes,No,4,2043,Electronic City,Casual Dining,800.00,Dine-out
9253,9856,24@43 - The Oterra,No,Yes,4.1,268,Electronic City,Fine Dining,3000.00,Dine-out
9254,9857,Republic Of Noodles - Lemon Tree Hotel,No,Yes,4.3,385,Electronic City,Casual Dining,1500.00,Dine-out
9255,9858,Sherlock's Pub,No,Yes,3.6,180,Electronic City,"Pub, Casual Dining",1300.00,Dine-out
9256,9859,Zatar House,Yes,No,4,31,Electronic City,Casual Dining,400.00,Dine-out
9257,9860,Shandys-The Beer Cocktail Hub,No,No,0,0,Electronic City,"Bar, Casual Dining",1400.00,Dine-out
9258,9861,Citrus Cafe - Lemon Tree Hotel,No,Yes,3.9,285,Electronic City,Fine Dining,2200.00,Dine-out
9259,9862,Godavari Delights,Yes,No,3.9,407,Electronic City,Quick Bites,450.00,Dine-out
9260,9863,This Cafe Has No Name Cafe,Yes,No,3.2,79,Electronic City,Cafe,500.00,Dine-out
9261,9864,Volga Restaurant,Yes,No,3.7,294,Electronic City,Casual Dining,500.00,Dine-out
9262,9865,Biriyani Zone,Yes,No,3.9,678,Electronic City,Casual Dining,800.00,Dine-out
9263,9866,Thalassery Restaurant,Yes,No,3.8,571,Electronic City,Casual Dining,600.00,Dine-out
9264,9867,Z Cafe,Yes,No,3.6,19,Electronic City,Quick Bites,300.00,Dine-out
9265,9868,Keys Cafe - Keys Hotel,No,No,3.8,115,Electronic City,Casual Dining,1200.00,Dine-out
9266,9869,Bazaar - Zone By The Park,No,Yes,4,415,Electronic City,Casual Dining,1400.00,Dine-out
9267,9870,Meridian South - A Pure Vegetarian Restaurant,No,No,0,0,Electronic City,Casual Dining,600.00,Dine-out
9268,9871,Marley's Bistro,Yes,No,3.9,94,Electronic City,Casual Dining,400.00,Dine-out
9269,9872,Aagaman Veg,Yes,No,0,0,Electronic City,Casual Dining,900.00,Dine-out
9270,9873,Fishing Boat - Hotel Goyal Residency,Yes,Yes,3.9,418,Electronic City,Casual Dining,800.00,Dine-out
9271,9874,A2B - Adyar Ananda Bhavan,No,No,3.6,213,Electronic City,Casual Dining,400.00,Dine-out
9272,9875,Tayo Restaurant,No,No,3.9,44,Electronic City,Casual Dining,600.00,Dine-out
9273,9876,New Andhra House,Yes,No,3.8,523,Electronic City,Casual Dining,450.00,Dine-out
9274,9877,Soul Indian Specialty - Svenska Design Hotel,Yes,Yes,3.7,267,Electronic City,Fine Dining,2000.00,Dine-out
9275,9878,She Brews,Yes,No,3.7,159,Electronic City,Cafe,400.00,Dine-out
9276,9879,Akkad Bakkad,Yes,Yes,3.9,72,Electronic City,Casual Dining,600.00,Dine-out
9277,9880,The Chameleon,No,No,4.1,163,Electronic City,Bar,1200.00,Dine-out
9278,9881,Moriz Restaurant,Yes,No,3.1,1365,Electronic City,Casual Dining,700.00,Dine-out
9279,9882,Rags on Fire,Yes,No,3.1,64,Electronic City,Cafe,600.00,Dine-out
9280,9883,7 Days Restaurant,Yes,No,3.8,478,Electronic City,Quick Bites,400.00,Dine-out
9281,9884,Salt N Pepper,No,No,3.6,74,Electronic City,Casual Dining,500.00,Dine-out
9282,9886,Venadu Restaurant,No,No,3.4,7,Electronic City,Casual Dining,700.00,Dine-out
9283,9887,Mamaji's,Yes,No,3.6,453,Electronic City,Casual Dining,600.00,Dine-out
9284,9888,Kittu's,Yes,Yes,4.2,800,Electronic City,Casual Dining,750.00,Dine-out
9285,9889,Esfahan Restaurant,Yes,No,3.5,148,Electronic City,Casual Dining,700.00,Dine-out
9286,9890,The Terminus - The Oterra,No,Yes,4,119,Electronic City,Lounge,2500.00,Dine-out
9287,9891,Mesa Deli - Svenska Design Hotel,Yes,Yes,3.2,9,Electronic City,Casual Dining,600.00,Dine-out
9288,9892,Mesa Lounge Bar - Svenska Design Hotel,No,Yes,3.5,49,Electronic City,Lounge,1500.00,Dine-out
9289,9893,East- The Oterra,No,Yes,4,54,Electronic City,Fine Dining,2200.00,Dine-out
9290,9894,Hyderabad Darbar,Yes,No,3.7,101,Electronic City,Casual Dining,700.00,Dine-out
9291,9895,Tap House Resto Bar,Yes,Yes,3.4,183,Electronic City,"Casual Dining, Bar",900.00,Dine-out
9292,9896,Slounge - Lemon Tree Hotel,No,No,3.8,76,Electronic City,Lounge,1500.00,Dine-out
9293,9897,Barbeque Delight,Yes,No,3.4,173,Electronic City,Casual Dining,650.00,Dine-out
9294,9898,Manasa Andhra Style Multi Cuisine Restaurant,No,No,3.6,70,Electronic City,Casual Dining,800.00,Dine-out
9295,9899,Sila Restaurant,Yes,No,3.8,514,Electronic City,Casual Dining,750.00,Dine-out
9296,9900,Guntur Royal Dine,No,No,3.4,7,Electronic City,Casual Dining,700.00,Dine-out
9297,9901,Sitara Veg Restaurant,Yes,No,3.9,419,Electronic City,Quick Bites,400.00,Dine-out
9298,9902,Seasons,Yes,No,2.9,380,Electronic City,Casual Dining,1000.00,Dine-out
9299,9903,Vinaya Royal Inn,Yes,No,3.1,5,Electronic City,Casual Dining,500.00,Dine-out
9300,9904,Cuppa,Yes,No,3,119,Electronic City,Cafe,700.00,Dine-out
9301,9905,Manasa Cool Cafe,Yes,No,3.2,7,Electronic City,Cafe,300.00,Dine-out
9302,9906,Maa Reddy's Hyderabadi Biryani House,No,No,3.8,49,Electronic City,Quick Bites,400.00,Dine-out
9303,9907,Soul Curry Restaurant,No,No,3.6,18,Electronic City,"Casual Dining, Bar",600.00,Dine-out
9304,9908,Silver Leaf - Ramee Guestline Hotels,No,No,3.5,17,Electronic City,Casual Dining,900.00,Dine-out
9305,9909,Beijing Bites,Yes,Yes,3.6,778,Electronic City,Casual Dining,850.00,Dine-out
9306,9910,Aura - Radha Regent,No,Yes,3.6,116,Electronic City,Bar,1200.00,Dine-out
9307,9911,New Food Magic,Yes,No,3.2,154,Electronic City,Casual Dining,450.00,Dine-out
9308,9912,Unlock - The Restobar,No,No,3.8,27,Electronic City,Lounge,1200.00,Dine-out
9309,9913,Alloro - The Oterra,No,Yes,4,63,Electronic City,Fine Dining,2500.00,Dine-out
9310,9914,Spotlight - The Golden Tulip,No,Yes,2.5,118,Electronic City,Casual Dining,850.00,Dine-out
9311,9915,Food 4 U,No,No,3.6,34,Electronic City,Quick Bites,400.00,Dine-out
9312,9916,Kanti Sweets,Yes,No,3.6,16,Electronic City,Sweet Shop,400.00,Dine-out
9313,9917,New Punjabi Food Corner,Yes,No,3.7,70,Electronic City,Casual Dining,500.00,Dine-out
9314,9918,Food Point Family Restauarant,Yes,No,3.3,6,Electronic City,Casual Dining,700.00,Dine-out
9315,9919,Vms Star Biriyani,No,No,3.8,47,Electronic City,Casual Dining,500.00,Dine-out
9316,9920,Green Family Bar & Restaurant,No,No,3,57,Electronic City,Casual Dining,1000.00,Dine-out
9317,9921,Santhrupthi,No,No,3.4,5,Electronic City,Casual Dining,550.00,Dine-out
9318,9922,Chinmayee's,No,No,3.1,83,Electronic City,Casual Dining,700.00,Dine-out
9319,9923,Entree cafe,Yes,No,3.7,56,Electronic City,"Cafe, Bakery",400.00,Dine-out
9320,9924,Bangaliana,Yes,No,3,61,Electronic City,Casual Dining,600.00,Dine-out
9321,9925,Foodie Nation,Yes,Yes,3.5,89,Electronic City,Casual Dining,1000.00,Dine-out
9322,9926,Z-Bar,No,Yes,4.1,410,Electronic City,Bar,1500.00,Dine-out
9323,9927,Urban Udupi Veg Restaurant,No,No,3.5,9,Electronic City,Casual Dining,400.00,Dine-out
9324,9928,Food Club Restaurant,No,No,3.7,45,Electronic City,Casual Dining,500.00,Dine-out
9325,9929,Strada Kitchen & Bar,No,No,3.4,7,Electronic City,Casual Dining,1000.00,Dine-out
9326,9930,Ritz,No,No,3.5,43,Electronic City,Casual Dining,800.00,Dine-out
9327,9931,The Elaichi Restaurant,Yes,No,3.6,399,Electronic City,Casual Dining,700.00,Dine-out
9328,9932,Bhojanam Restaurant,No,No,3.6,196,Electronic City,Casual Dining,600.00,Dine-out
9329,9933,It's Mirchi - Ramee Guestline Hotels,No,No,3.1,19,Electronic City,Casual Dining,1600.00,Dine-out
9330,9934,Hatti Punjab Di,Yes,No,3,291,Electronic City,Casual Dining,550.00,Dine-out
9331,9936,RK Garden Family Restaurant,No,No,3.5,17,Electronic City,Casual Dining,600.00,Dine-out
9332,9937,Ambur Biriyani Classic,Yes,No,3.3,136,Electronic City,Casual Dining,700.00,Dine-out
9333,9938,Akshara,Yes,No,3.8,42,Electronic City,Casual Dining,700.00,Dine-out
9334,9939,The Dining Table - Sahar Pavillion,No,Yes,3.7,74,Electronic City,"Casual Dining, Bar",1500.00,Dine-out
9335,9940,Prestige Estate Club and Resorts,No,No,3.5,10,Electronic City,"Casual Dining, Bar",1000.00,Dine-out
9336,9941,Eden Huts Dhaba,No,No,3.6,33,Electronic City,Casual Dining,500.00,Dine-out
9337,9942,Millennium Plaza,Yes,No,3.4,19,Electronic City,Casual Dining,700.00,Dine-out
9338,9943,Sree Krishna Sagar Greens,No,No,2.8,33,Electronic City,Quick Bites,300.00,Dine-out
9339,9944,Jodhpur Sweets,No,No,3.8,29,Electronic City,Beverage Shop,100.00,Dine-out
9340,9945,Samrudhi,No,No,2.9,18,Electronic City,Casual Dining,450.00,Dine-out
9341,9946,Seven Spices - Manipal County,No,No,2.8,38,Electronic City,Casual Dining,900.00,Dine-out
9342,9947,Karavali Fishland,Yes,No,3.1,30,Electronic City,Casual Dining,700.00,Dine-out
9343,9948,Biryani Darbar,Yes,No,3.6,539,Electronic City,Casual Dining,800.00,Dine-out
9344,9949,Andhra Amigos,Yes,No,3.6,81,Electronic City,Casual Dining,350.00,Dine-out
9345,9950,NMR Multicuisine Restaurant,Yes,No,3.6,9,Electronic City,Casual Dining,550.00,Dine-out
9346,9951,Oasis Restaurant,No,No,2.9,28,Electronic City,Casual Dining,550.00,Dine-out
9347,9952,Swad,No,No,3.7,38,Electronic City,Casual Dining,500.00,Dine-out
9348,9953,Hotel Avakay,Yes,No,3.6,27,Electronic City,Casual Dining,550.00,Dine-out
9349,9954,Bamboo Shades,Yes,No,2.8,48,Electronic City,Casual Dining,1000.00,Dine-out
9350,9955,Godavari Delights,Yes,No,3,11,Electronic City,Casual Dining,400.00,Dine-out
9351,9956,The Hungry Shark Cafe,No,No,3.9,117,Electronic City,Cafe,700.00,Dine-out
9352,9957,Vijayawadavari Sandya Andhra Mess,Yes,No,3.6,18,Electronic City,Mess,200.00,Dine-out
9353,9958,Vijayawadawari Sandhya Andhra Mess,Yes,No,3.4,10,Electronic City,Quick Bites,400.00,Dine-out
9354,9959,Kinara Family Restaurant,No,No,3.5,11,Electronic City,Casual Dining,600.00,Dine-out
9355,9960,KA 51 Restocafe,No,No,3.9,39,Electronic City,Cafe,650.00,Dine-out
9356,9961,Malabar Restaurant,No,No,3.6,19,Electronic City,Quick Bites,400.00,Dine-out
9357,9962,Hide Out - The Golden Tulip,Yes,No,3.2,9,Electronic City,Bar,1800.00,Dine-out
9358,9963,Reddy Restaurant,No,No,3.2,6,Electronic City,Quick Bites,300.00,Dine-out
9359,9964,EC Dine Restaurant,Yes,No,3.4,23,Electronic City,Casual Dining,500.00,Dine-out
9360,9965,Pallavi Restaurant,Yes,Yes,3.8,490,Electronic City,Casual Dining,500.00,Dine-out
9361,9966,Krutunga Restaurant,No,No,3.4,20,Electronic City,Casual Dining,700.00,Dine-out
9362,9967,Shoiab Family Restaurant,Yes,No,3.6,14,Electronic City,Casual Dining,600.00,Dine-out
9363,9968,Hotel Jade Empire,No,No,3.1,10,Electronic City,Casual Dining,700.00,Dine-out
9364,9969,Bengaluru Restaurant,No,No,3.1,22,Electronic City,Casual Dining,1500.00,Dine-out
9365,9970,Joshitha Andra Mess,No,No,3.2,9,Electronic City,Mess,250.00,Dine-out
9366,9971,S R Andhra Mess,No,No,3.3,16,Electronic City,Mess,200.00,Dine-out
9367,9972,Gourmet,No,No,3.5,12,Electronic City,Casual Dining,800.00,Dine-out
9368,9973,90's Beer Cafe - Hotel Millennium Plaza,No,No,3,7,Electronic City,Bar,1000.00,Dine-out
9369,9974,Just Shawarma,Yes,No,3.9,176,Electronic City,Kiosk,300.00,Dine-out
9370,9975,Hotel The Nalanda,No,No,3.2,4,Electronic City,Casual Dining,700.00,Dine-out
9371,9976,Pepper Pillar,No,No,3.4,11,Electronic City,Casual Dining,700.00,Dine-out
9372,9977,Nirvana Bar - Manipal County,No,No,3.3,6,Electronic City,Bar,1000.00,Dine-out
9373,9978,Narayana Veg Treat,No,No,3.1,8,Electronic City,Quick Bites,350.00,Dine-out
9374,9979,Andhra Mess,No,No,3.4,8,Electronic City,Mess,200.00,Dine-out
9375,9980,Vasu Biriyani Paradise,No,No,3.1,6,Electronic City,Quick Bites,350.00,Dine-out
9376,9981,Dilli 6,No,No,3.2,26,Electronic City,Casual Dining,450.00,Dine-out
9377,9982,3rd Innings,No,No,3,17,Electronic City,"Casual Dining, Bar",1000.00,Dine-out
9378,9983,Satkar,No,No,3.6,22,Electronic City,Quick Bites,350.00,Dine-out
9379,9984,NH7 Resto Pub,No,No,3.3,6,Electronic City,"Casual Dining, Pub",1400.00,Dine-out
9380,9985,New Green Leaf Restaurant,No,No,3.6,42,Electronic City,Casual Dining,600.00,Dine-out
9381,9986,Shree Ranga Vilas,No,No,3.2,7,Electronic City,Casual Dining,500.00,Dine-out
9382,9987,Hotel Ivy Dew Drops,No,No,3.2,4,Electronic City,Casual Dining,900.00,Dine-out
9383,9988,Momm's The Kitchen,No,No,3.4,7,Electronic City,Casual Dining,500.00,Dine-out
9384,9990,The Elachi,No,No,3.1,18,Electronic City,Quick Bites,500.00,Dine-out
9385,9991,Zaffron Express,No,No,3.5,8,Electronic City,Casual Dining,550.00,Dine-out
9386,9992,Hungry Kya?,No,No,3.3,8,Electronic City,Quick Bites,400.00,Dine-out
9387,9993,Hunter's Lounge,No,No,3.1,9,Electronic City,Casual Dining,500.00,Dine-out
9388,9994,Green Tree Garden Restaurant,No,No,3.4,6,Electronic City,Casual Dining,500.00,Dine-out
9389,9995,Sattvic,No,No,3.5,11,Electronic City,Casual Dining,450.00,Dine-out
9390,9996,Mast Kalandar,No,No,2.4,142,Electronic City,Casual Dining,450.00,Dine-out
9391,9997,Ruchir,No,No,3.3,7,Electronic City,Casual Dining,600.00,Dine-out
9392,9998,Bollywood Grill,No,No,3.4,5,Electronic City,Casual Dining,1500.00,Dine-out
9393,9999,Envy,No,No,3.4,9,Electronic City,Lounge,1000.00,Dine-out
9394,10000,Biriyani Paradise,No,No,3.5,18,Electronic City,Casual Dining,550.00,Dine-out
9395,10001,S.K Green Gardens,No,No,3.2,4,Electronic City,Casual Dining,550.00,Dine-out
9396,10002,Pugals Biriyani,No,No,3.6,25,Electronic City,Quick Bites,400.00,Dine-out
9397,10003,24 Hours Coffee Drop - La Classic,No,No,3.4,9,Electronic City,Cafe,800.00,Dine-out
9398,10004,Pink Pepper,No,No,3.3,5,Electronic City,Casual Dining,700.00,Dine-out
9399,10005,Kotae Garden,No,No,3.1,9,Electronic City,Casual Dining,450.00,Dine-out
9400,10006,Spice,No,No,3.3,4,Electronic City,"Casual Dining, Bar",1500.00,Dine-out
9401,10007,Flavors,No,No,3.4,5,Electronic City,Casual Dining,1200.00,Dine-out
9402,10008,Kulhad Junction,No,No,0,0,Electronic City,Cafe,100.00,Dine-out
9403,10009,Bawarchi Restaurant,No,No,3.1,4,Electronic City,Casual Dining,700.00,Dine-out
9404,10010,Mahadwani Restaurant,No,No,3.3,4,Electronic City,Quick Bites,300.00,Dine-out
9405,10012,Chung Wah,No,No,2.9,95,Electronic City,Casual Dining,500.00,Dine-out
9406,10014,Lakshmi Rayalaseema Ruchilu,Yes,No,2.9,83,Electronic City,Casual Dining,600.00,Dine-out
9407,10015,Salted Chilli,Yes,Yes,3.7,50,Electronic City,Casual Dining,600.00,Dine-out
9408,10016,Biryani Darbar,Yes,No,3.3,12,Electronic City,Casual Dining,600.00,Dine-out
9409,10017,Vijayawada Heights,Yes,No,2.9,24,Electronic City,Casual Dining,600.00,Dine-out
9410,10018,Sitaar,Yes,Yes,3.8,88,Electronic City,Casual Dining,800.00,Dine-out
9411,10019,Brunch & Munch - Hotel Millennium Plaza,No,No,3.5,23,Electronic City,Casual Dining,1200.00,Dine-out
9412,10020,India Garden,Yes,No,3.3,211,Electronic City,Casual Dining,550.00,Dine-out
9413,10022,Swathi Restaurant - The Vintage Inn,Yes,No,3.8,36,Electronic City,Casual Dining,900.00,Dine-out
9414,10023,Nainital North Indian Restaurant,Yes,No,3.5,73,Electronic City,Quick Bites,400.00,Dine-out
9415,10024,Cafe Palnad,Yes,No,4,92,Electronic City,Quick Bites,400.00,Dine-out
9416,10025,Rajasthani Charbhuja Restaurant,No,No,4,170,Electronic City,Quick Bites,350.00,Dine-out
9417,10026,Petoo,Yes,No,3.6,55,Electronic City,Food Court,400.00,Dine-out
9418,10027,Biggies Burger 'n' More,Yes,No,3.9,177,Electronic City,Quick Bites,650.00,Dine-out
9419,10028,Pattikattan Biriyani,Yes,No,0,0,Electronic City,Quick Bites,300.00,Dine-out
9420,10029,Hyderabad Magic,Yes,No,3.8,237,Electronic City,Quick Bites,400.00,Dine-out
9421,10030,Ruchi Sagar,Yes,No,4,262,Electronic City,Quick Bites,250.00,Dine-out
9422,10031,Notebook Food Court,Yes,No,4,220,Electronic City,Quick Bites,300.00,Dine-out
9423,10032,Sri Pillaiyar Bhavan,Yes,No,4,117,Electronic City,Quick Bites,300.00,Dine-out
9424,10033,New Udupi Palace,Yes,No,3.8,70,Electronic City,Quick Bites,350.00,Dine-out
9425,10034,The Daily,Yes,No,4,130,Electronic City,Quick Bites,400.00,Dine-out
9426,10035,Delhi Base Sri Food Court,Yes,No,3.9,505,Electronic City,Quick Bites,250.00,Dine-out
9427,10036,Dine Garden Family Restaurant,Yes,Yes,3.5,61,Electronic City,Quick Bites,400.00,Dine-out
9428,10037,Kabab Souq,No,No,3.4,7,Electronic City,Quick Bites,400.00,Dine-out
9429,10038,Polar Bear,Yes,No,4,145,Electronic City,Dessert Parlor,400.00,Dine-out
9430,10039,Hotel Shruthi,Yes,No,3.5,13,Electronic City,Quick Bites,200.00,Dine-out
9431,10040,Khana Khazana,Yes,No,3.6,15,Electronic City,Quick Bites,300.00,Dine-out
9432,10041,Hotel Sakti Saravana,Yes,No,3.8,67,Electronic City,Quick Bites,350.00,Dine-out
9433,10042,Laddoos,No,No,2.8,124,Electronic City,"Quick Bites, Dessert Parlor",250.00,Dine-out
